gene_id,12-14,12-2,12-7,13-10,13-13,13-9,14-11,14-12,14-8,15-3,15-6
g789,22,26,30,24,21,24,35,12,19,23,17
g790,9,0,11,0,0,0,8,0,7,0,5
g791,67,79,92,49,99,78,95,59,63,76,92
g792,39,16,43,18,32,30,76,38,21,41,61
g794,25,23,34,27,37,0,45,16,19,25,38
g793,23,29,38,11,28,21,33,12,18,20,22
g795,50,64,80,31,82,47,97,74,46,66,77
g800,139,110,118,98,149,156,202,86,134,94,120
g801,61,55,45,25,58,54,78,24,21,43,63
g802,62,40,47,38,70,53,98,28,21,30,44
g804,0,0,0,0,0,0,0,0,0,0,0
g805,0,0,0,0,0,0,0,0,0,0,0
g803,73,37,79,48,77,80,100,41,48,16,95
g806,32,13,36,17,45,18,48,13,24,12,36
g796,929,1654,1312,860,1398,1113,1452,606,1017,1194,1039
g797,0,0,2,0,0,0,3,2,0,0,2
g798,49,203,126,87,81,81,135,32,45,74,96
g811,5,0,3,0,3,1,6,0,2,1,0
g809,34,29,32,24,32,33,59,24,32,33,27
g807,28,0,0,0,0,0,51,16,28,28,42
g808,92,48,79,82,167,76,204,97,55,70,80
g820,1,0,0,0,0,4,5,0,0,0,0
g819,9,29,18,24,15,9,10,11,11,7,16
g822,21,11,14,14,18,16,22,6,15,16,18
g814,0,0,0,0,0,0,0,0,0,0,3
g815,49,18,37,19,37,33,46,33,15,27,59
g812,55,40,57,73,81,88,115,63,64,59,73
g813,164,89,113,156,160,133,237,103,81,148,145
g823,12,11,13,10,0,9,16,10,0,0,35
g816,0,0,8,0,7,7,9,8,0,6,6
g818,117,221,170,191,320,159,250,121,95,116,228
g817,10,13,27,13,18,16,12,20,9,19,13
g826,29,18,20,9,27,23,12,18,19,10,47
g827,311,184,290,263,543,331,617,249,227,230,429
g831,15,21,24,17,17,22,31,21,10,17,22
g828,65,45,85,81,74,78,102,52,64,62,117
g830,135,157,194,143,201,152,266,180,141,128,240
g829,47,42,106,64,100,76,113,63,60,56,80
g832,107,106,143,91,96,99,168,64,70,97,137
g835,0,5,0,0,0,3,5,0,0,6,3
g833,2,0,0,3,0,3,0,0,0,6,0
g834,49,41,61,21,36,28,51,33,39,31,48
g836,564,605,721,434,701,714,824,422,472,591,743
g841,0,0,0,0,0,0,0,4,0,0,0
g859,5,4,7,0,0,0,14,3,0,2,4
g862,2,5,0,0,0,0,3,3,1,0,3
g837,0,0,0,0,0,0,0,0,0,0,3
g838,12,4,6,2,6,9,9,7,9,9,6
g839,385,518,530,351,485,497,542,292,363,391,512
g869,0,7,8,10,20,8,10,12,4,11,8
g870,37,23,16,15,55,27,37,34,34,31,53
g882,0,0,0,6,6,0,0,0,0,0,3
g883,33,34,55,23,79,35,57,22,16,18,54
g872,0,0,0,0,0,0,0,2,0,0,0
g873,0,0,0,0,0,0,0,0,0,0,0
g874,0,0,4,0,0,0,0,4,4,0,3
g875,0,0,0,0,0,0,0,0,0,0,0
g876,0,0,0,0,0,0,0,0,0,0,0
g877,0,0,0,0,0,0,0,0,0,0,0
g878,0,0,0,0,0,0,0,0,0,0,0
g879,0,0,0,0,0,0,0,0,0,0,0
g880,13,0,9,5,6,11,16,16,15,6,21
g889,2,0,0,0,0,0,1,0,1,0,4
g893,0,0,7,9,5,0,0,8,0,7,7
g890,10,11,19,7,17,17,12,13,10,24,22
g891,4,22,14,9,22,18,27,13,18,15,23
g892,0,0,0,0,0,0,0,0,0,0,0
g897,11,12,16,4,11,4,24,14,10,17,21
g884,0,0,0,0,0,0,0,0,0,0,0
g885,147,104,179,130,225,151,239,132,109,129,244
g901,14,0,14,10,11,18,15,8,11,6,27
g903,39,35,39,26,40,27,68,49,38,40,61
g904,8,0,3,0,3,3,2,0,4,0,0
g907,132,107,183,94,237,220,292,138,87,148,267
g908,33,23,51,25,51,21,58,21,23,19,51
g909,31,23,34,32,60,38,50,29,7,26,58
g911,123,125,123,94,157,102,168,90,74,113,134
g913,0,0,0,0,0,0,0,0,0,0,0
g912,34,16,24,0,32,28,49,24,13,13,36
g916,3,2,0,0,8,3,7,2,5,0,0
g917,18,13,10,0,10,12,24,7,14,15,25
g918,0,0,0,0,0,0,0,0,0,0,10
g919,34,45,47,30,86,55,56,28,34,30,67
g915,114,193,121,109,243,167,212,105,89,113,266
g921,0,0,5,9,8,19,15,10,0,0,13
g923,0,12,0,8,0,8,19,14,0,8,6
g922,12,18,5,0,10,18,19,14,6,8,30
g924,0,0,0,0,0,0,0,0,0,0,0
g926,0,4,0,0,7,0,5,0,0,0,0
g927,0,0,8,8,8,8,15,0,0,10,12
g929,4,0,3,0,13,9,6,0,10,15,8
g932,9,10,10,8,14,14,25,8,16,17,11
g930,90,93,107,90,160,150,164,87,61,98,151
g931,57,82,114,59,72,75,81,55,46,77,84
g935,0,0,0,0,0,0,0,0,0,0,0
g933,367,189,393,303,362,465,537,316,380,393,470
g934,141,140,136,94,152,212,280,139,146,116,207
g936,0,0,0,0,6,9,11,4,0,6,6
g937,13,9,12,10,8,11,35,13,7,12,17
g940,7,5,3,6,7,5,5,3,4,7,10
g942,0,4,7,0,6,3,0,0,4,0,0
g943,44,46,52,35,56,60,61,48,41,48,60
g941,5,7,12,8,9,11,16,8,6,9,15
g945,0,0,0,0,0,0,0,0,0,0,0
g946,31,27,38,25,28,38,80,28,26,24,38
g950,9,0,0,0,6,0,18,0,8,9,0
g951,12,7,16,7,13,20,10,12,11,9,15
g947,0,0,0,0,0,0,0,0,0,0,0
g948,65,75,75,42,98,88,92,32,69,48,98
g949,26,39,46,20,44,37,52,23,45,43,62
g952,0,0,0,0,0,0,0,0,0,0,0
g953,0,0,0,12,31,17,19,21,28,11,14
g954,11,0,8,8,0,8,14,5,8,7,0
g955,15,30,20,26,36,36,25,21,9,25,39
g956,16,22,23,18,27,15,24,19,18,16,32
g957,20,50,54,38,45,65,49,28,43,44,71
g961,0,0,0,0,0,0,0,0,0,0,2
g962,9,5,5,11,9,6,6,1,5,8,8
g963,0,0,0,0,0,0,0,0,0,0,0
g964,0,0,0,0,0,0,0,0,0,0,27
g960,0,0,0,0,0,0,0,0,0,0,0
g958,106,48,97,62,107,97,147,60,78,100,129
g959,8,12,8,0,5,10,16,0,8,9,12
g965,111,293,124,286,333,119,196,115,79,100,154
g966,10,20,27,18,31,23,31,14,16,20,33
g967,18,34,58,11,43,38,38,25,18,31,24
g969,0,18,8,3,12,10,15,5,0,13,9
g970,5,7,20,7,16,7,15,4,10,0,0
g968,82,34,75,108,176,102,97,173,56,95,109
g971,6,0,18,0,16,9,13,8,9,5,17
g972,45,19,34,29,34,19,64,24,39,19,56
g978,0,8,11,0,12,12,8,0,11,7,11
g973,24,50,56,31,54,34,45,35,26,24,58
g975,0,0,0,0,46,47,54,0,0,0,0
g976,115,73,99,87,143,125,168,114,98,118,153
g974,49,67,68,34,94,74,97,36,54,55,55
g977,2283,2463,3002,2271,2528,2750,3977,2136,2967,2315,3528
g990,5,10,4,0,4,8,14,4,4,8,9
g994,31,75,42,43,49,32,50,20,20,25,40
g980,0,0,0,0,0,0,0,0,0,0,0
g983,71,41,64,69,81,86,102,55,48,58,79
g985,127,61,124,103,228,86,175,92,77,95,166
g986,0,0,0,0,0,0,0,0,0,0,0
g987,0,0,0,0,0,0,0,0,0,0,0
g979,25,41,37,38,20,39,37,26,16,31,49
g981,25,22,33,25,26,21,35,9,27,20,36
g982,15,10,17,14,16,21,24,16,19,20,31
g984,4,0,0,0,0,5,5,3,0,3,2
g997,4,6,7,1,8,5,10,6,8,14,10
g996,131,61,76,173,217,151,151,116,66,87,143
g999,0,0,8,6,0,0,0,0,0,0,8
g1000,0,0,0,0,0,0,0,0,0,0,0
g1001,0,0,0,0,0,0,0,0,0,0,0
g1002,0,0,0,0,0,0,0,0,0,0,0
g1003,13,33,18,10,22,0,21,14,17,15,32
g1005,0,0,0,0,0,0,0,0,0,0,0
g1006,47,38,34,32,56,78,63,47,39,42,57
g1007,73,68,88,81,111,104,106,68,72,81,87
g1004,59,69,87,53,108,75,123,60,52,89,112
g1011,185,217,214,161,200,241,306,187,229,235,231
g1012,0,6,6,0,0,10,9,0,0,4,0
g1013,28,35,59,60,84,46,107,45,62,51,75
g1014,0,0,0,0,0,0,0,0,0,0,0
g1017,6,0,8,0,8,5,14,0,7,16,12
g1021,33,8,44,34,54,96,86,72,60,50,92
g1015,105,118,214,128,160,161,176,107,159,123,177
g1016,0,0,0,0,0,0,0,0,0,0,0
g1022,29,199,129,39,83,31,170,93,82,50,38
g1024,14,11,22,10,15,20,24,12,23,11,18
g1026,0,0,0,0,0,7,0,0,0,0,0
g1025,33,15,70,16,54,56,113,173,44,17,108
g1027,51,60,73,39,70,70,95,64,66,41,95
g1031,0,0,3,2,0,0,0,0,0,0,5
g1029,19,15,20,3,13,8,26,20,2,39,15
g1033,7,14,15,8,16,10,13,0,12,17,16
g1032,85,118,112,86,144,137,176,96,87,127,147
g1034,12,15,28,15,21,27,42,19,24,28,30
g1037,0,0,0,0,5,0,5,0,0,0,0
g1041,15,0,14,8,10,17,19,13,15,10,13
g1042,9,0,6,3,7,11,7,0,11,8,9
g1059,2,2,5,18,8,6,7,7,17,8,8
g1057,6,0,5,12,17,23,16,9,7,36,32
g1052,0,0,0,0,0,0,0,0,0,0,0
g1053,0,0,0,0,0,0,0,0,0,0,0
g1054,0,0,0,0,0,0,0,0,0,0,0
g1055,23,37,25,19,38,20,49,19,9,9,45
g1056,13,16,9,7,35,10,19,7,8,8,14
g1061,0,0,0,0,0,0,0,0,0,0,0
g1062,0,0,0,0,0,0,0,0,0,0,0
g1063,0,0,0,0,0,0,0,0,0,0,0
g1070,0,2,0,0,5,6,2,0,6,0,0
g1064,0,0,0,2,0,0,0,0,0,0,3
g1065,30,20,33,20,44,33,48,23,32,31,29
g1067,0,0,0,4,0,0,0,0,0,2,0
g1068,0,4,0,0,0,0,0,0,0,0,0
g1069,18,21,10,9,11,29,18,13,10,12,19
g1071,8,17,10,12,21,11,9,17,9,22,18
g1072,19,14,21,4,17,15,38,25,26,24,24
g1044,619,426,770,711,1086,875,912,582,510,708,944
g1046,0,0,0,0,0,0,0,0,0,0,0
g1047,260,233,285,295,510,302,479,315,137,205,409
g1048,0,0,0,0,0,0,0,0,0,0,0
g1049,0,0,0,0,0,0,0,0,0,0,0
g1050,0,0,0,0,57,0,0,0,0,0,0
g1045,217,150,238,207,409,246,421,208,140,172,401
g1051,83,90,87,108,193,74,133,79,58,65,118
g1073,23,30,29,12,28,43,28,11,31,38,36
g1074,9,14,16,0,21,13,26,17,9,14,17
g1075,16,28,33,20,33,30,45,21,19,15,31
g1076,12,11,27,10,19,24,26,10,7,13,18
g1077,18,29,25,9,41,14,13,14,22,10,40
g1078,32,49,32,26,59,44,42,19,22,28,47
g1082,18,32,34,36,27,37,42,22,24,20,36
g1086,1,0,0,0,0,0,0,0,0,0,0
g1083,110,97,138,81,176,102,207,103,100,93,190
g1084,6,0,7,7,14,7,24,9,3,12,6
g1085,22,19,15,16,25,19,38,21,9,18,29
g1090,3,1,0,0,0,0,0,0,0,0,3
g1087,0,0,0,0,0,0,0,0,0,0,0
g1088,139,99,111,116,140,109,241,163,121,111,156
g1089,117,116,84,131,168,123,221,106,123,141,174
g1092,281,218,353,248,480,308,409,255,185,264,418
g1093,35,38,60,29,27,43,58,20,37,43,71
g1105,11,14,9,13,17,11,20,17,0,25,0
g1102,21,42,18,34,46,44,79,30,42,55,45
g1103,0,0,0,0,0,0,0,0,0,0,0
g1104,19,19,14,9,26,13,18,7,26,20,10
g1110,0,0,8,0,0,0,5,0,0,4,0
g1094,22,0,38,16,42,24,37,23,18,9,35
g1096,0,0,0,0,5,0,0,0,0,0,0
g1097,63,43,53,63,86,49,60,41,40,44,59
g1098,0,0,0,7,0,7,12,0,0,0,9
g1095,285,217,399,321,501,369,550,301,261,260,518
g1114,0,0,0,0,0,0,0,0,0,0,0
g1115,0,0,0,0,0,2,0,0,0,0,0
g1111,6,5,4,2,4,0,8,0,0,7,0
g1107,34,36,63,57,98,85,113,51,50,59,105
g1108,70,31,36,51,80,71,55,50,41,47,85
g1106,25,17,14,15,34,25,26,22,28,25,32
g1116,0,0,0,0,0,0,0,0,0,0,0
g1117,58,72,72,47,52,69,85,32,46,70,70
g1122,0,0,0,0,3,0,3,0,5,5,0
g1120,11,7,7,5,10,3,7,0,0,0,0
g1124,6,0,7,6,5,8,8,8,2,8,8
g1123,0,11,0,8,11,0,16,0,0,0,0
g1127,0,0,0,0,0,0,0,0,0,0,0
g1128,0,0,0,0,0,0,0,0,0,0,0
g1129,0,0,0,0,0,0,0,0,0,0,0
g1126,26,10,13,4,21,17,23,20,13,27,16
g1130,15,28,25,21,40,20,50,37,33,19,50
g1131,14,22,16,22,32,29,25,24,30,14,22
g1133,0,0,6,0,0,5,10,0,5,0,0
g1134,49,29,18,52,31,59,82,57,23,30,52
g1136,15,9,16,0,4,16,26,13,7,27,14
g1118,349,370,435,289,478,336,613,280,254,268,548
g1119,0,0,0,0,0,0,0,0,0,0,0
g1139,8,0,0,0,6,15,9,10,0,0,5
g1143,0,0,8,17,0,0,7,0,2,0,0
g1140,7,0,5,0,0,0,7,0,0,9,7
g1141,10,7,8,0,8,10,3,5,0,0,0
g1151,52,42,51,36,63,22,44,26,36,49,61
g1152,21,15,13,13,26,26,34,18,10,23,28
g1153,144,162,159,173,223,262,278,137,124,169,260
g1155,0,0,0,0,0,0,0,0,0,0,0
g1156,0,0,0,0,0,8,0,0,0,0,0
g1158,0,0,0,0,0,0,0,0,0,0,0
g1160,0,0,0,0,0,17,0,0,0,0,14
g1157,11,22,18,5,15,9,14,0,8,7,14
g1159,57,135,140,75,130,90,128,60,74,75,118
g1161,32,28,50,32,52,37,54,39,22,26,32
g1167,8,0,7,4,11,0,6,0,0,0,0
g1168,0,0,0,0,0,0,0,0,0,0,0
g1169,0,0,0,3,0,3,0,0,4,0,0
g1173,0,0,0,0,0,0,0,0,0,0,0
g1174,0,0,0,0,9,0,4,0,0,0,17
g1175,10,0,8,0,11,4,15,7,11,0,14
g1176,0,0,0,0,0,0,0,0,0,0,0
g1178,0,0,0,0,0,0,0,0,0,0,0
g1177,9,0,4,0,10,0,0,0,7,8,9
g1183,8,20,0,4,7,5,10,2,0,5,9
g1179,0,7,0,11,7,2,3,0,7,3,0
g1180,121,777,199,875,568,148,277,152,270,171,218
g1162,858,943,1086,814,1265,1017,1422,989,836,979,1255
g1165,176,229,229,178,321,250,360,182,137,148,319
g1163,418,434,511,407,602,478,717,432,326,417,557
g1164,181,241,270,242,351,213,379,185,155,202,261
g1193,0,0,0,0,0,0,0,0,0,0,0
g1194,0,0,0,0,0,0,0,0,0,0,0
g1195,11,42,38,23,13,35,32,8,21,24,37
g1189,0,0,0,1,0,0,0,0,0,0,0
g1191,0,0,0,0,0,0,0,0,0,0,0
g1192,0,0,0,0,0,0,0,0,0,0,0
g1188,55,31,31,41,55,32,72,52,42,51,78
g1190,27,13,16,13,42,15,27,23,18,15,39
g1187,1489,2509,3187,4329,4899,2037,2598,1565,3496,1739,2669
g1199,0,0,2,2,0,2,0,1,0,0,3
g1196,78,94,61,181,224,75,88,67,61,56,75
g1197,5,12,3,14,0,8,0,0,0,8,5
g1198,49,66,50,131,146,53,61,40,52,49,54
g1204,0,0,11,0,11,8,0,8,0,0,5
g1200,36,41,44,16,40,38,49,44,34,33,37
g1201,0,0,0,0,0,0,0,0,0,0,0
g1202,10,11,18,6,17,14,34,12,8,17,33
g1206,0,27,0,19,41,25,57,0,18,22,25
g1207,50,61,65,33,56,48,105,55,60,55,102
g1211,0,0,0,0,0,0,2,0,0,0,0
g1210,0,0,0,0,0,5,5,0,0,0,4
g1208,1,4,3,0,0,6,12,2,2,6,7
g1209,35,34,24,21,33,43,31,21,28,16,55
g1214,4,3,5,3,5,5,7,5,2,2,9
g1212,51,31,65,34,81,76,91,60,56,62,89
g1213,12,7,11,7,21,18,21,16,20,6,22
g1216,11,3,5,1,5,3,5,2,0,6,9
g1217,33,13,39,11,10,32,48,31,16,20,46
g1220,0,0,0,0,0,0,0,0,0,0,0
g1218,25,24,41,26,68,34,49,23,30,44,76
g1219,0,0,0,0,0,0,0,0,0,0,0
g1221,29,21,39,30,55,46,50,24,34,39,34
g1222,0,0,0,3,8,0,9,4,7,0,5
g1223,11,9,8,2,9,7,14,6,9,9,5
g1226,6,7,3,0,11,5,4,6,0,5,12
g1224,28,21,71,26,59,19,37,42,43,52,44
g1231,27,35,33,18,40,44,31,24,29,38,59
g1227,14,14,9,4,8,9,8,13,0,12,29
g1229,31,21,23,13,34,26,50,10,15,25,35
g1228,10,5,11,9,15,21,18,13,12,14,23
g1230,341,202,391,253,465,316,504,318,234,341,576
g1232,263,221,374,244,359,344,441,253,243,253,413
g1234,0,0,0,0,0,0,0,0,0,0,0
g1235,0,0,0,0,0,0,0,0,0,0,0
g1236,0,0,0,0,0,0,0,0,0,0,0
g1238,12,10,20,16,20,21,28,22,5,21,24
g1239,0,0,11,0,0,15,0,0,7,0,0
g1237,129,161,176,155,168,166,226,169,102,98,217
g1240,0,0,0,0,0,0,0,0,0,0,0
g1241,139,128,144,122,181,176,253,155,127,145,201
g1242,0,13,12,0,19,15,19,0,0,10,18
g1243,19,0,29,25,41,32,35,11,9,23,40
g1245,0,0,0,0,0,0,0,0,0,0,0
g1246,0,0,0,0,0,0,0,0,0,0,0
g1247,21,18,35,34,45,42,38,20,30,33,40
g1248,16,13,19,13,20,23,11,5,14,7,10
g1251,0,0,0,0,0,0,0,0,0,0,0
g1252,1,3,0,0,2,0,6,0,0,0,0
g1250,223,118,223,170,200,290,429,190,181,251,293
g1255,0,0,8,0,5,9,7,0,2,0,0
g1256,67,44,76,21,88,80,105,55,55,56,97
g1257,32,60,48,65,75,44,66,47,43,34,89
g1259,2,2,0,0,0,0,0,0,0,0,0
g1258,15,22,33,22,33,19,34,12,26,26,20
g1260,123,111,168,309,288,176,208,123,129,149,266
g1261,210,149,297,688,749,223,453,279,193,219,428
g1263,0,0,0,0,0,0,0,0,0,0,0
g1262,153,221,241,161,267,208,253,172,131,176,330
g1264,3,0,0,0,0,0,11,0,0,0,0
g1265,30,30,21,24,29,32,33,19,22,34,20
g1269,0,0,0,0,0,0,0,0,0,0,0
g1270,44,63,67,73,51,61,76,46,57,30,83
g1266,0,0,0,0,95,0,0,67,86,0,0
g1267,0,0,0,1,0,0,0,0,0,0,0
g1268,51,56,48,48,48,48,49,29,54,29,65
g1271,115,151,156,91,116,107,101,78,70,92,167
g1280,0,0,0,0,0,0,0,0,3,0,3
g1281,0,4,0,0,0,0,0,0,0,0,0
g1284,0,16,0,0,15,14,15,0,0,9,23
g1288,0,0,0,0,2,0,4,0,0,2,8
g1283,20,13,0,0,0,23,18,0,0,10,0
g1276,35,23,40,15,40,35,48,22,24,15,54
g1277,0,0,0,0,0,0,0,0,0,0,0
g1278,0,0,0,0,0,0,0,0,0,0,0
g1279,22,18,40,15,37,28,54,18,17,41,31
g1289,4,3,6,6,0,3,14,10,8,0,0
g1285,12,10,11,6,13,15,21,6,15,4,18
g1294,0,0,0,0,0,0,0,0,0,0,0
g1295,0,0,0,0,0,0,0,0,0,0,0
g1296,6,0,0,0,0,6,13,0,0,0,7
g1297,0,0,0,0,0,0,0,0,0,0,0
g1292,36,42,57,21,59,53,71,38,44,43,49
g1293,57,48,68,43,67,62,93,55,69,67,104
g1298,7,0,0,0,18,8,11,11,0,0,15
g1299,0,0,0,0,0,0,0,0,0,0,0
g1300,0,0,0,0,0,0,0,1,0,0,0
g1301,22,15,36,26,42,26,45,36,23,40,26
g1303,8,12,8,0,5,0,12,0,8,5,19
g1302,21,21,33,0,24,23,37,14,7,6,44
g1311,2,2,3,0,5,0,3,3,0,0,2
g1312,0,9,0,0,6,0,0,0,0,0,0
g1305,101,68,108,91,213,118,189,121,63,64,201
g1336,83,70,91,58,93,84,138,121,54,69,133
g1337,0,3,0,5,0,5,3,0,0,2,7
g1338,0,0,0,0,0,0,0,0,0,0,0
g1335,31,48,55,25,49,49,59,42,31,58,71
g1340,22,21,35,23,39,13,32,15,13,26,30
g1341,6,10,7,9,0,9,0,0,0,7,7
g1342,2,0,0,0,0,0,0,0,0,6,0
g1343,14,13,23,11,14,8,26,12,10,19,13
g1344,12,12,20,0,17,18,19,17,19,25,19
g1345,14,22,23,11,21,23,31,12,18,18,30
g1346,18,24,24,11,22,16,27,7,20,17,19
g1347,29,54,43,47,87,29,82,40,39,26,71
g1348,0,0,0,0,0,0,0,0,0,0,0
g1349,7,14,10,8,12,14,15,13,12,3,9
g1350,21,51,35,18,56,33,50,26,26,17,41
g1351,176,155,201,150,245,199,290,148,171,137,206
g1358,0,2,0,0,0,0,0,0,0,0,0
g1359,23,14,16,40,15,21,38,16,24,10,18
g1354,45,42,40,43,77,44,95,46,27,14,78
g1355,119,109,94,105,174,130,213,92,63,118,151
g1356,39,52,61,31,61,38,72,34,34,41,63
g1360,11,21,16,57,35,22,22,0,26,23,18
g1365,0,12,21,17,31,8,23,17,22,18,37
g1363,29,43,45,27,51,43,37,21,20,32,75
g1364,7,6,14,13,18,9,12,8,0,12,13
g1374,8,1,9,7,11,3,19,15,8,2,3
g1376,0,0,4,0,3,8,12,10,6,14,9
g1377,7,0,3,0,0,0,10,6,0,0,4
g1366,24,20,22,22,63,46,36,21,32,29,35
g1367,0,0,0,0,0,0,0,0,0,0,0
g1368,0,0,0,0,0,0,0,0,0,0,0
g1369,24,19,14,34,67,25,37,28,29,17,46
g1378,4,4,10,0,15,0,11,12,10,0,0
g1380,1,0,0,0,3,0,0,0,0,0,0
g1381,39,32,27,35,43,35,39,25,30,27,57
g1382,5,12,0,6,10,3,8,8,7,0,11
g1383,12,3,11,8,11,12,19,5,2,18,19
g1384,18,12,21,18,27,27,22,29,25,31,23
g1385,30,6,19,8,23,16,14,16,16,13,12
g1386,0,0,1,2,0,2,4,0,0,0,0
g1388,31,12,35,12,25,36,30,26,27,24,46
g1389,5,5,0,0,0,0,0,0,0,0,10
g1392,21,31,17,22,40,32,43,16,27,28,41
g1394,11,0,0,3,0,13,0,6,5,8,0
g1390,11,6,13,3,2,11,20,7,9,9,14
g1391,414,341,269,301,379,347,654,391,290,324,399
g1395,0,0,0,0,0,42,0,0,0,0,0
g1396,0,0,0,0,0,24,0,0,0,0,0
g1398,0,0,0,0,0,0,0,0,0,0,0
g1397,61,65,68,73,95,89,93,63,58,60,77
g1399,47,45,34,49,70,37,61,24,56,46,62
g1402,0,0,0,0,0,0,0,0,0,0,0
g1403,0,0,0,0,0,0,0,0,0,0,0
g1404,0,0,0,0,0,0,0,0,0,0,0
g1405,15,11,8,15,36,36,30,12,4,16,12
g1406,0,0,0,0,0,2,0,2,0,0,0
g1408,0,0,0,0,0,0,0,0,0,0,0
g1407,7,0,0,0,8,4,7,0,0,0,10
g1419,0,0,0,0,0,0,0,0,0,0,0
g1420,0,12,12,0,0,14,9,0,7,9,12
g1417,91,135,174,206,261,97,129,72,135,115,164
g1418,15,21,35,23,35,32,30,20,19,21,29
g1422,0,0,0,0,0,0,0,0,0,0,0
g1423,3,0,4,4,0,0,0,0,0,0,0
g1424,9,0,9,0,14,0,0,6,0,0,0
g1428,0,0,0,0,0,3,3,4,0,2,4
g1430,14,21,13,8,21,16,29,0,9,0,16
g1425,27,16,22,18,58,40,80,7,0,37,22
g1431,19,18,21,11,27,13,23,12,8,14,20
g1421,547,602,1019,531,723,711,919,451,625,652,832
g1432,39,17,33,9,41,51,59,28,20,18,63
g1434,0,0,0,0,0,0,0,0,2,0,0
g1433,57,76,89,38,64,77,72,51,55,68,100
g1435,0,0,0,0,0,4,7,0,4,0,7
g1436,19,20,25,16,9,20,29,19,10,10,24
g1437,45,39,53,33,56,42,82,54,42,49,67
g1442,11,26,32,28,27,31,35,33,27,40,44
g1443,0,0,0,0,0,0,0,0,0,0,0
g1441,7,0,13,6,8,10,9,9,0,4,14
g1444,0,0,0,0,0,0,0,0,0,0,0
g1445,112,133,135,86,117,118,177,81,106,97,135
g1447,45,48,42,32,56,52,90,34,17,50,52
g1448,202,257,233,134,227,228,370,187,150,235,260
g1449,93,83,106,66,86,96,131,56,72,95,91
g1450,68,22,19,23,24,32,38,26,20,44,38
g1451,24,21,17,12,17,16,34,6,3,9,12
g1460,0,0,19,0,0,0,27,16,0,0,8
g1462,0,0,0,0,5,0,0,0,0,0,5
g1465,42,62,36,43,70,49,79,46,44,41,51
g1466,37,0,10,74,98,29,129,42,43,16,104
g1467,11,20,17,11,16,19,18,6,13,10,15
g1453,347,226,267,277,483,434,590,295,339,393,560
g1457,0,0,0,0,0,0,0,0,0,0,0
g1454,3,2,5,0,5,6,10,10,0,0,3
g1455,62,43,109,67,117,111,123,99,63,68,127
g1456,49,0,61,47,85,72,119,78,41,47,110
g1458,22,20,22,14,50,14,39,24,14,18,32
g1469,81,112,142,92,108,144,150,63,66,131,118
g1470,15,32,33,12,29,32,27,11,26,23,25
g1472,7,20,10,13,5,12,16,6,5,5,15
g1473,3,0,0,0,0,0,0,0,0,0,0
g1474,15,31,41,55,68,20,29,31,24,30,42
g1475,117,121,143,42,110,116,196,121,97,108,151
g1476,237,230,312,190,470,224,417,201,206,215,347
g1483,26,34,20,19,21,13,23,12,18,16,35
g1484,22,27,37,23,38,41,57,19,40,28,43
g1477,26,14,23,10,14,22,19,12,14,7,38
g1478,0,0,0,0,0,0,0,0,0,0,0
g1480,42,51,56,22,59,53,57,41,47,59,91
g1481,0,23,27,25,40,34,47,0,18,0,40
g1479,106,87,106,83,177,111,184,77,79,101,198
g1482,969,1069,1278,828,963,1056,1371,0,1071,945,1347
g1491,0,12,0,9,12,10,0,10,0,3,4
g1496,0,4,9,5,6,0,6,10,4,4,0
g1485,0,0,0,0,0,0,0,0,2,0,0
g1487,0,0,17,0,0,0,21,0,0,10,18
g1488,0,0,0,0,0,0,0,0,0,0,0
g1486,20,25,44,33,36,15,44,14,13,30,21
g1489,47,46,78,44,65,59,68,32,42,49,67
g1490,25,22,18,19,27,22,25,13,16,19,41
g1492,2,0,0,0,0,0,0,0,0,5,0
g1493,15,0,20,19,16,30,29,15,17,11,23
g1494,7,0,10,3,13,0,10,0,10,0,6
g1497,6,10,6,19,29,6,12,0,11,21,17
g1498,22,35,32,22,44,26,30,20,27,29,43
g1499,6,14,17,11,12,14,22,4,11,12,5
g1504,0,4,4,0,0,5,0,0,0,0,6
g1503,11,0,12,0,6,0,9,10,3,9,9
g1502,69,51,86,56,88,68,107,81,34,57,98
g1506,0,0,0,0,0,0,0,0,0,0,0
g1507,7,9,8,23,28,18,21,0,6,5,18
g1509,16,0,19,8,3,10,9,4,6,7,8
g1508,76,98,120,34,61,139,147,54,54,125,112
g1510,18,17,23,25,27,26,47,26,9,31,35
g1511,26,32,34,16,42,27,59,21,30,0,25
g1512,44,27,44,32,37,32,58,42,27,16,35
g1522,0,0,0,0,0,0,0,0,0,0,0
g1525,13,15,12,29,11,35,32,20,19,20,24
g1517,0,10,12,0,0,7,0,0,9,9,3
g1518,0,0,0,0,0,0,0,0,0,0,0
g1519,21,8,13,5,6,17,18,0,16,15,8
g1520,0,13,6,0,0,0,8,0,11,15,0
g1513,262,182,230,213,456,255,498,227,162,235,398
g1514,3,2,3,0,2,3,6,1,1,1,5
g1541,15,15,21,16,27,25,29,17,18,10,23
g1542,0,1,0,0,0,0,0,1,0,0,2
g1539,13,11,17,15,17,25,22,9,10,16,21
g1540,6,0,0,5,13,10,9,0,6,5,5
g1543,34,0,25,21,48,26,32,41,18,23,0
g1529,0,0,0,0,0,0,0,0,0,0,0
g1530,0,0,0,0,0,0,0,0,0,0,0
g1531,0,0,0,0,0,0,0,0,0,0,0
