gene_id,12-14,12-2,12-7,13-10,13-13,13-9,14-11,14-12,14-8,15-3,15-6
g43071,41,26,29,15,31,24,48,26,11,30,51
g43072,4,3,8,5,0,0,15,7,0,0,0
g43069,49,47,88,17,36,55,107,99,34,73,89
g43070,10,0,20,0,10,13,30,10,0,14,26
g43079,5,0,0,0,0,6,0,0,0,6,4
g43081,0,0,0,0,0,9,0,4,0,0,0
g43080,23,10,37,13,12,25,30,15,11,18,27
g43089,3,2,0,0,1,0,2,0,3,2,0
g43091,0,0,0,0,0,0,0,0,0,0,0
g43092,24,38,32,17,41,25,25,17,15,35,35
g43093,57,95,80,49,122,69,65,48,33,58,72
g43090,38,38,30,24,41,32,39,20,20,27,50
g43095,28,37,21,34,15,38,32,16,17,24,47
g43096,9,0,0,6,12,0,0,0,0,12,11
g43102,35,46,57,100,89,37,57,41,43,34,82
g43100,74,88,59,49,93,44,150,70,36,54,60
g43101,1,0,0,0,3,2,5,0,0,0,0
g43103,60,111,92,51,107,78,56,35,80,57,102
g43104,0,0,0,0,0,0,0,0,0,0,0
g43105,0,0,0,0,0,0,0,0,0,0,0
g43106,0,0,1,0,0,1,0,0,0,1,0
g43107,0,0,0,0,0,0,0,0,0,0,0
g43108,4,12,6,4,0,7,11,0,0,7,9
g43109,24,20,31,18,42,40,36,35,24,39,28
g43110,0,0,0,0,0,0,0,0,0,0,0
g43111,0,0,0,0,0,0,0,2,0,0,0
g43112,29,30,37,43,69,38,59,23,24,30,60
g43113,31,39,34,35,54,21,55,20,24,18,58
g43115,0,0,0,0,0,0,0,0,0,0,0
g43116,0,0,0,0,0,0,0,0,0,0,0
g43114,6,9,7,4,13,9,3,13,13,14,16
g43117,76,66,101,47,91,83,122,44,80,59,118
g43118,2,4,2,3,5,2,9,1,2,4,5
g43119,10,9,23,13,17,16,15,11,11,21,15
g43120,40,41,31,33,37,65,44,22,34,58,47
g43121,0,0,0,0,0,4,0,0,0,0,0
g43122,0,0,0,0,8,0,0,0,0,4,7
g43126,0,0,0,1,0,3,4,7,4,0,5
g43123,85,102,152,89,213,134,180,137,111,138,242
g43128,15,7,4,3,13,12,18,6,8,6,17
g43136,3,0,2,6,1,3,4,0,0,1,6
g43137,36,14,14,26,25,28,65,12,14,3,26
g43143,4,0,0,2,4,15,9,2,0,5,3
g43138,17,7,9,5,15,5,16,16,13,4,13
g43139,13,6,9,4,12,9,12,4,4,9,13
g43145,0,0,0,0,0,0,0,0,0,0,0
g43151,0,0,0,0,0,0,0,0,0,0,0
g43147,5,0,7,0,9,0,7,0,0,6,0
g43156,10,0,6,4,0,0,0,0,0,0,10
g43157,0,0,0,0,0,0,0,0,0,0,0
g43155,29,30,26,30,33,15,26,18,18,26,37
g43158,10,14,6,8,10,6,12,0,6,8,13
g43163,0,0,2,0,0,0,0,0,0,0,0
g43164,3,0,0,0,0,0,0,2,0,0,3
g43169,10,10,13,6,10,8,30,11,0,22,27
g43173,2,0,5,0,4,6,8,0,0,0,5
g43175,0,0,0,0,0,0,0,0,0,0,0
g43176,0,0,0,0,0,0,0,0,0,0,0
g43177,0,0,0,0,0,0,0,0,0,0,0
g43178,0,10,9,3,9,11,10,0,7,0,11
g43174,54,38,80,46,69,48,67,40,39,38,73
g43179,19,20,17,0,15,13,22,9,8,12,12
g43180,61,49,50,44,74,56,64,25,46,45,71
g43186,7,3,1,4,2,9,4,0,4,7,5
g43182,0,14,25,10,28,33,58,23,28,23,18
g43183,0,10,14,0,0,14,18,0,0,5,0
g43185,69,46,77,58,81,70,88,56,88,96,84
g43181,8,24,29,24,41,19,36,17,21,25,34
g43184,24,17,18,13,23,29,46,0,26,20,22
g43190,21,36,68,12,40,43,58,33,22,51,58
g43188,62,54,105,44,64,68,94,48,63,55,54
g43189,0,28,24,10,17,25,30,11,0,15,18
g43187,21,19,32,21,32,30,39,21,22,25,29
g43192,50,93,91,52,52,79,125,32,60,76,116
g43193,85,62,131,74,100,115,147,95,109,91,97
g43195,13,0,0,8,13,18,28,0,10,7,13
g43196,9,15,15,12,29,46,25,16,9,11,12
g43197,16,15,10,9,19,17,32,13,9,9,11
g43198,3,0,3,5,5,5,2,3,8,0,3
g43201,28,62,64,42,47,55,50,39,35,60,68
g43207,8,7,0,5,0,0,10,4,4,0,0
g43203,18,43,19,16,24,26,39,16,32,31,37
g43204,3,0,0,0,0,0,0,0,0,0,0
g43205,10,12,19,15,14,9,14,8,10,10,14
g43208,58,0,36,40,71,48,112,26,22,36,57
g43217,0,0,0,0,0,0,0,0,0,0,0
g43222,0,0,0,0,0,0,0,0,0,0,0
g43213,0,0,0,0,0,0,0,0,3,0,0
g43209,26,0,0,11,31,34,57,15,0,17,21
g43210,0,0,0,0,0,0,0,0,0,0,0
g43211,133,52,65,99,174,195,191,82,131,155,130
g43232,0,0,0,0,0,0,0,0,0,0,0
g43233,0,0,0,0,0,0,0,0,0,0,0
g43212,99,146,112,122,185,142,186,39,93,137,159
g43237,0,0,0,0,0,0,0,0,0,0,0
g43238,1,0,0,0,0,0,0,0,0,0,0
g43245,0,0,12,0,8,0,0,0,0,0,2
g43250,0,0,0,0,0,0,0,0,0,0,0
g43254,213,161,171,128,238,220,354,195,218,273,217
g43274,1,2,1,1,0,0,0,0,0,1,0
g43272,27,0,0,0,0,0,0,0,0,0,5
g43280,6,0,9,13,8,6,21,4,0,10,12
g43279,23,17,15,13,22,20,57,11,22,14,24
g43284,1,0,1,0,0,0,0,0,0,0,0
g43289,14,0,10,12,21,11,18,17,0,7,17
g43291,0,0,0,0,0,0,0,0,0,0,0
g43288,36,55,60,70,101,70,86,54,53,67,76
g43290,7,0,0,0,0,0,6,0,0,0,6
g43292,10,6,8,9,14,0,0,0,0,5,10
g43297,17,18,10,13,22,31,47,23,14,18,24
g43301,0,0,0,0,0,0,0,0,0,0,0
g43302,0,0,0,0,0,0,0,0,0,0,0
g43303,0,0,0,0,0,0,0,0,0,0,0
g43304,0,0,0,0,0,0,0,0,0,0,0
g43300,17,47,38,19,21,27,18,16,20,21,29
g43298,16,68,38,53,61,44,37,38,32,54,76
g43299,4,0,5,0,5,6,2,4,0,4,7
g43293,582,605,888,542,722,790,727,422,615,582,768
g43305,52,63,55,49,83,54,92,36,59,52,62
g43306,0,0,0,2,2,0,0,4,0,0,0
g43311,16,38,39,6,25,22,38,17,17,40,32
g43313,22,17,19,8,11,44,35,18,24,17,25
g43312,417,594,678,198,331,718,570,317,430,784,433
g43314,0,0,0,0,0,0,0,0,0,0,0
g43316,0,0,0,0,0,0,0,0,0,0,0
g43315,63,55,44,60,83,86,135,63,61,70,107
g43317,35,41,39,29,57,66,48,44,54,41,59
g43318,200,197,200,197,311,238,309,183,187,167,352
g43325,0,0,0,0,0,0,0,0,0,0,3
g43326,6,0,5,7,23,8,7,7,21,0,13
g43320,0,0,0,0,0,0,0,0,0,0,0
g43322,0,0,0,0,0,0,1,0,0,0,0
g43319,142,240,226,90,224,197,250,152,138,159,235
g43321,2,0,2,0,2,1,0,0,0,2,1
g43323,4,3,8,7,9,6,9,4,6,6,8
g43327,85,88,85,69,97,71,127,82,69,66,138
g43328,0,16,21,18,34,16,40,16,14,12,32
g43329,17,11,13,0,20,10,30,14,6,11,29
g43330,3,0,0,0,3,0,7,0,4,0,7
g43331,72,23,80,46,79,107,142,64,49,57,125
g43333,22,26,20,26,44,20,37,28,25,27,40
g43334,2,2,3,0,0,3,3,1,0,2,4
g43336,24,29,28,20,32,27,43,23,32,30,35
g43337,19,8,22,20,11,25,26,10,9,21,30
g43339,2,0,0,0,0,0,2,0,0,0,2
g43338,41,32,57,30,67,51,78,18,28,28,29
g43350,0,0,0,0,0,0,0,0,0,0,0
g43344,4,4,0,4,7,0,5,0,0,0,3
g43354,1,1,1,1,1,1,1,1,1,1,0
g43356,4,0,0,0,0,5,6,0,3,2,6
g43357,3,0,0,0,2,0,0,0,0,0,0
g43376,0,0,0,0,0,0,0,0,0,0,0
g43377,4,5,3,2,1,2,5,4,4,3,5
g43381,3,0,0,6,8,7,11,5,3,10,0
g43382,5,1,1,3,4,2,3,2,2,3,0
g43383,0,0,0,0,0,0,0,0,0,0,0
g43385,0,0,0,0,0,0,0,0,0,0,0
g43392,9,2,6,7,8,12,14,5,3,15,7
g43402,0,0,0,0,0,0,0,0,0,0,0
g43399,0,0,0,0,0,0,0,0,0,0,0
g43401,0,0,9,0,9,13,6,0,8,5,11
g43400,2,0,0,2,0,0,0,0,0,0,0
g43403,0,0,0,0,0,0,0,0,7,0,0
g43408,0,0,0,0,0,0,0,0,0,3,4
g43407,4,0,0,1,0,8,5,0,4,0,2
g43405,8,0,9,0,7,10,14,4,5,7,11
g43406,15,5,10,0,4,7,7,4,18,15,5
g43395,31,24,24,17,29,23,21,17,21,23,20
g43393,73,94,102,50,102,91,85,81,85,53,126
g43394,14,0,9,0,0,0,0,12,0,0,20
g43396,18,26,34,10,28,15,30,20,10,23,25
g43397,27,50,34,16,39,42,59,19,31,37,31
g43413,0,0,0,0,0,0,7,3,0,0,0
g43412,32,23,32,18,38,31,69,35,24,31,38
g43414,54,33,53,48,62,64,113,63,48,56,62
g43423,0,0,0,0,0,0,0,0,0,0,0
g43420,0,0,0,5,0,0,12,0,0,0,6
g43421,0,0,0,0,8,6,6,0,0,0,0
g43422,3,8,0,2,5,6,9,0,2,9,12
g43432,0,0,0,0,0,0,0,0,0,0,0
g43428,0,0,0,0,0,0,0,0,0,0,0
g43429,0,0,0,0,0,0,0,7,0,9,0
g43430,0,4,0,0,0,0,0,0,0,0,0
g43427,14,11,25,0,12,13,24,0,10,15,13
g43442,0,0,0,0,0,0,0,0,0,0,0
g43438,32,27,16,24,44,23,45,19,12,20,41
g43415,99,81,108,62,118,120,155,96,82,90,141
g43417,0,0,0,0,0,0,0,0,0,0,0
g43419,0,0,0,0,0,0,0,0,0,0,0
g43416,52,39,43,38,62,59,112,63,34,33,65
g43418,19,18,16,22,22,29,28,20,8,24,38
g43447,0,0,0,0,0,0,0,0,0,0,0
g43448,0,0,0,0,0,0,0,0,0,0,0
g43445,34,17,25,24,23,26,64,18,43,28,51
g43450,36,15,20,13,29,22,62,13,17,30,36
g43452,18,18,27,17,36,19,40,9,16,20,36
g43453,0,0,0,0,0,0,0,0,0,0,0
g43454,0,0,0,0,0,0,0,0,0,0,0
g43455,0,0,0,0,0,0,0,0,0,0,0
g43457,0,2,2,3,5,0,1,1,0,0,0
g43456,15,8,0,20,15,12,16,8,0,14,32
g43464,7,4,0,3,0,3,6,0,0,0,2
g43461,0,0,0,0,0,0,0,0,0,0,0
g43462,0,0,0,0,0,0,0,0,0,0,0
g43463,64,35,97,90,79,129,138,127,90,102,151
g43469,0,0,0,0,0,0,0,0,0,0,0
g43467,3,12,2,0,9,4,11,7,5,10,9
g43468,17,9,7,0,45,35,23,13,13,13,20
g43470,15,7,16,0,12,10,14,0,0,0,14
g43474,0,0,0,0,0,0,0,0,0,0,0
g43472,0,0,2,0,0,0,0,0,0,0,0
g43471,53,40,89,25,49,71,74,39,38,63,75
g43475,17,4,8,13,34,22,29,18,20,18,31
g43479,12,10,8,5,13,13,20,13,15,16,10
g43480,22,15,15,9,8,17,23,16,7,8,14
g43481,9,17,12,5,13,18,21,12,12,17,6
g43482,0,8,12,6,4,0,20,8,14,8,6
g43483,0,0,0,0,0,0,0,0,0,0,0
g43484,7,0,6,6,7,4,0,8,11,13,12
g43487,80,87,110,118,193,165,179,127,150,94,170
g43493,2,0,0,0,1,0,2,0,0,0,2
g43494,0,8,5,7,0,6,4,6,4,4,10
g43488,335,270,514,266,377,513,679,306,327,387,630
g43489,0,0,0,0,0,0,0,0,0,0,0
g43492,654,588,989,621,835,1016,1292,680,830,1044,1147
g43490,201,139,269,174,244,215,349,168,192,236,305
g43491,41,33,49,26,55,60,67,33,38,40,76
g43500,170,87,173,150,227,170,253,195,199,123,226
g43501,43,29,41,53,47,48,59,29,57,51,77
g43502,40,81,71,67,125,46,65,43,81,47,68
g43505,3,0,0,0,0,6,4,3,4,5,0
g43506,0,0,0,0,5,0,6,4,0,7,0
g43503,316,426,643,1222,1252,379,524,468,928,429,820
g43507,44,41,46,34,45,66,91,46,33,79,68
g43508,32,41,33,22,49,42,43,18,24,32,56
g43509,0,0,0,0,28,23,25,0,0,0,34
g43510,41,73,84,44,67,63,82,66,51,62,95
g43511,14,11,18,12,2,14,23,6,9,7,5
g43512,25,19,14,20,31,23,39,27,23,27,32
g43513,108,110,149,165,167,123,203,101,132,153,213
g43517,126,128,150,66,212,165,218,121,88,130,180
g43528,0,8,4,8,0,0,14,0,7,0,0
g43531,0,0,3,0,0,0,0,0,0,0,0
g43524,0,0,0,0,0,0,0,0,0,0,0
g43525,0,0,0,0,0,0,0,0,0,0,0
g43526,15,18,0,14,15,11,18,0,0,0,11
g43532,0,3,0,0,0,0,3,0,0,0,0
g43533,0,0,0,0,0,0,0,0,0,0,0
g43534,0,0,0,0,0,0,0,0,0,0,0
g43535,0,0,0,0,0,0,0,0,0,0,0
g43536,0,0,0,0,0,3,0,0,0,3,0
g43519,0,0,0,0,0,0,0,0,0,0,0
g43520,74,48,57,45,57,54,92,56,53,59,62
g43523,0,0,0,0,0,0,4,0,0,0,0
g43518,16,20,16,18,25,18,31,0,26,20,19
g43521,26,15,30,13,31,27,54,19,27,31,56
g43522,26,16,40,13,32,16,32,13,12,15,33
g43538,0,0,0,0,0,0,0,0,0,0,0
g43539,90,128,104,64,98,127,124,71,52,79,115
g43540,0,2,7,0,3,4,3,0,1,5,1
g43541,0,0,0,0,0,0,0,0,0,0,0
g43542,0,0,0,1,0,2,0,0,0,0,0
g43544,0,0,0,0,0,0,0,0,0,0,0
g43543,5,3,9,6,9,5,12,8,0,6,6
g43545,35,36,43,11,35,56,51,28,31,41,48
g43547,11,0,5,0,0,0,0,0,0,8,0
g43548,2,1,1,0,0,1,3,0,2,0,0
g43546,0,8,9,0,48,52,62,30,29,17,28
g43549,21,10,22,18,29,23,32,28,31,19,34
g43550,32,2,6,10,36,18,68,34,24,7,29
g43552,13,10,12,0,19,20,16,9,14,24,18
g43557,0,0,0,0,0,3,8,0,0,5,3
g43556,47,35,32,39,44,38,53,28,41,29,32
g43565,0,0,9,0,0,0,0,0,0,0,0
g43563,2,3,2,3,3,1,3,1,1,0,5
g43564,5,5,0,6,10,4,8,6,7,0,8
g43575,0,0,0,0,0,0,0,0,0,0,0
g43576,48,79,56,23,42,72,69,23,35,59,37
g43579,5,0,4,0,19,0,12,4,0,8,11
g43577,56,37,55,42,53,55,62,36,48,20,46
g43580,0,0,0,0,0,0,0,0,0,0,0
g43582,32,73,42,80,89,70,94,52,61,53,61
g43583,0,0,0,0,0,0,0,0,0,0,0
g43585,0,0,0,0,0,0,0,0,0,0,0
g43584,30,26,25,26,41,10,19,13,13,19,24
g43586,9,42,44,27,8,28,44,13,35,41,16
g43591,3,2,3,2,5,6,0,5,3,3,3
g43597,0,0,0,0,0,0,0,0,6,0,8
g43594,0,0,0,0,0,0,0,0,0,0,0
g43595,67,41,48,63,80,30,89,41,69,31,50
g43609,0,0,0,0,0,0,0,0,0,0,0
g43599,0,0,0,0,0,0,0,0,0,0,0
g43600,123,219,176,172,202,172,173,91,114,132,195
g43615,0,0,0,0,0,0,0,0,0,0,0
g43613,0,12,4,4,0,2,0,0,3,4,0
g43612,42,742,187,150,86,62,48,7,132,343,36
g43617,0,0,0,0,8,0,0,0,0,0,0
g43618,3,2,3,1,5,3,7,1,6,0,3
g43630,35,12,17,11,32,27,36,27,21,20,34
g43641,0,10,0,0,13,6,9,0,8,5,13
g43639,0,14,12,0,0,0,13,0,0,0,12
g43643,0,0,0,0,0,0,0,0,0,0,0
g43642,6,12,6,0,9,0,19,0,0,0,9
g43634,19,24,20,24,31,0,38,0,0,0,24
g43635,0,0,0,0,0,0,0,0,0,0,0
g43636,18,0,7,0,13,0,13,0,0,0,15
g43637,3,5,0,0,6,3,0,0,0,0,3
g43644,3,1,1,1,1,3,3,1,0,1,1
g43645,7,20,12,7,22,10,15,8,0,9,12
g43647,3,8,3,4,2,7,6,2,3,0,5
g43649,0,0,0,0,0,0,0,0,5,0,0
g43646,126,187,130,86,178,167,253,103,87,134,209
g43650,0,0,0,0,0,8,11,0,0,0,6
g43651,0,0,0,0,0,0,0,0,0,0,0
g43652,0,0,0,0,0,0,0,0,0,0,0
g43653,0,0,0,0,0,0,0,0,0,0,0
g43655,20,43,32,14,27,16,35,10,16,24,37
g43654,10,11,0,0,3,0,14,0,3,12,9
g43656,53,103,63,49,83,91,124,64,57,72,93
g43658,0,0,0,0,12,8,13,0,0,0,20
g43659,81,105,91,60,84,120,156,82,130,61,110
g43672,0,17,9,12,11,10,5,0,0,5,12
g43673,0,0,4,0,0,3,0,0,0,7,4
g43674,3,3,2,6,0,7,7,2,4,0,7
g43676,0,0,0,0,0,0,0,0,0,0,4
g43671,60,93,71,80,138,82,137,63,58,51,98
g43675,14,0,0,0,0,9,17,7,0,5,17
g43677,0,16,13,14,9,0,19,4,9,15,18
g43665,12,12,0,0,0,0,0,0,0,11,19
g43666,0,0,0,0,0,0,0,0,0,0,0
g43668,0,0,0,0,0,0,0,0,0,0,0
g43669,0,5,0,0,0,8,0,0,0,0,3
g43662,50,27,23,19,38,33,37,16,36,26,34
g43663,30,29,16,11,20,29,34,12,23,12,26
g43664,38,30,32,14,25,42,64,0,21,20,45
g43667,8,20,10,12,13,0,14,0,13,0,18
g43679,2,0,0,0,0,0,0,0,0,0,0
g43678,102,164,174,78,172,175,185,147,137,153,171
g43680,40,50,44,31,42,35,48,20,30,32,54
g43681,12,4,8,11,19,9,34,12,7,14,19
g43685,4,0,4,2,2,0,3,0,0,0,3
g43686,48,25,46,34,45,48,81,28,49,46,48
g43689,5,0,8,4,4,1,5,6,5,0,5
g43690,0,0,0,0,0,0,0,4,0,0,3
g43691,20,21,40,17,32,32,38,13,24,34,33
g43697,0,0,6,0,8,0,9,0,6,0,0
g43695,25,8,20,11,22,28,61,25,40,39,43
g43696,14,5,12,10,21,10,27,5,10,0,23
g43702,4,1,4,3,11,5,20,8,10,6,2
g43693,0,0,0,0,0,0,0,0,0,0,0
g43692,119,110,99,104,143,141,152,125,115,132,151
g43705,82,78,146,56,71,177,173,77,88,141,189
g43706,0,0,0,0,0,0,0,0,0,0,0
g43707,0,0,0,0,0,0,2,0,0,0,2
g43708,0,0,0,0,0,2,0,0,0,0,0
g43709,0,0,0,0,0,0,0,0,0,0,0
g43710,100,106,153,76,137,135,151,71,98,83,169
g43711,0,4,12,0,5,5,8,4,5,0,4
g43712,0,0,0,0,0,0,0,0,0,0,0
g43714,16,32,22,9,21,22,31,15,0,10,27
g43716,8,7,26,0,12,15,16,8,9,21,15
g43715,38,57,52,41,63,69,94,38,45,56,75
g43720,10,11,22,12,18,29,40,32,12,17,24
g43721,23,10,13,13,17,25,64,18,14,24,47
g43717,0,11,12,18,23,15,36,8,9,18,29
g43718,186,95,162,106,275,165,320,168,113,138,251
g43719,9,9,32,7,12,11,13,9,17,10,13
g43724,5,9,12,4,19,8,23,10,7,21,24
g43726,0,0,0,0,0,0,0,0,0,0,0
g43731,0,0,0,0,0,8,0,0,0,0,0
g43727,0,0,0,0,0,0,0,0,0,0,0
g43728,49,22,60,23,69,48,63,53,55,51,70
g43729,19,14,23,25,27,20,40,24,12,27,34
g43743,0,0,0,0,0,0,0,0,0,0,0
g43753,0,0,13,0,0,7,0,9,0,0,6
g43741,61,29,21,47,50,24,68,58,33,26,32
g43754,8,13,12,0,0,19,19,12,0,11,23
g43755,13,66,12,9,24,32,22,13,6,24,16
g43768,7,9,6,5,8,0,0,8,0,5,7
g43765,0,0,0,0,20,0,0,9,0,0,0
g43766,0,0,0,0,0,0,0,0,0,0,0
g43767,21,24,41,18,40,42,42,37,17,42,30
g43771,5,5,6,3,5,6,4,2,3,2,2
g43761,709,656,616,646,984,878,1105,647,613,738,793
g43762,83,112,77,50,109,76,113,62,42,51,106
g43763,63,56,54,46,73,0,0,0,0,36,0
g43764,37,32,44,41,55,49,48,21,22,21,43
g43773,38,6,37,8,43,29,66,18,21,32,31
g43774,9,8,13,3,6,11,11,5,6,14,13
g43775,0,0,0,0,0,0,0,0,0,0,0
g43776,0,0,0,0,0,3,0,0,3,0,0
g43777,28,70,54,38,51,20,31,22,40,35,30
g43778,0,0,0,0,0,0,0,0,0,0,0
g43780,0,0,0,0,0,0,7,0,0,4,0
g43779,16,18,6,14,33,12,24,16,0,10,14
g43782,0,0,4,0,8,6,0,6,0,0,0
g43783,0,0,0,0,0,2,0,0,0,0,0
g43784,58,52,68,62,81,64,90,78,54,54,91
g43785,15,15,23,9,16,31,22,10,8,15,28
g43786,30,25,21,16,25,26,20,16,12,14,31
g43787,7,8,13,11,0,21,17,6,0,6,16
g43797,3,0,5,0,4,0,5,3,7,10,7
g43803,0,0,0,0,0,0,0,0,0,0,0
g43804,0,0,0,0,0,0,0,0,0,0,0
g43805,0,0,0,0,0,0,0,0,0,0,0
g43806,0,0,0,0,0,0,0,0,0,0,0
g43807,0,0,0,0,0,0,0,0,0,0,0
g43808,0,6,3,0,6,0,2,0,0,0,0
g43820,0,0,0,0,0,0,0,0,0,0,0
g43825,4,0,19,22,33,29,13,15,19,31,59
g43821,0,0,0,0,1,0,0,0,0,0,0
g43822,35,0,147,0,134,152,114,0,83,0,271
g43828,0,166,14,18,12,14,10,0,38,34,8
g43829,0,2,0,0,0,0,0,0,0,1,0
g43832,0,0,0,0,0,0,0,0,0,0,0
g43833,0,0,0,0,9,0,8,0,0,0,15
g43834,0,0,0,0,0,0,0,0,0,0,0
g43845,0,0,0,0,0,0,0,0,0,0,0
g43839,0,0,0,0,0,0,0,0,0,0,0
g43840,0,0,0,0,0,0,0,0,0,0,0
g43841,0,0,0,0,0,0,0,0,0,0,0
g43842,0,0,0,0,0,0,0,0,0,0,0
g43838,7,0,11,11,15,14,31,10,12,19,14
g43843,3,4,0,0,0,0,4,4,0,3,0
g43849,4,0,16,8,24,0,11,0,0,0,9
g43847,0,0,4,6,4,0,4,0,4,0,0
g43848,21,23,29,32,41,27,61,22,37,19,30
g43846,159,73,140,123,199,179,225,125,131,105,209
g43856,0,0,0,3,2,0,0,0,0,0,2
g43850,30,23,16,26,46,30,30,18,23,19,45
g43860,2,0,0,0,0,0,0,0,0,0,0
g43859,5,9,6,0,3,0,7,4,0,0,4
g43865,0,12,3,23,17,4,8,0,10,0,8
g43866,1,0,1,4,5,0,3,2,2,0,0
g43869,0,0,0,0,1,2,3,0,0,0,0
g43870,0,0,0,0,0,0,0,0,0,0,13
g43867,9,20,19,75,48,15,20,21,32,14,29
g43868,7,0,0,9,7,4,6,0,0,5,13
g43874,31,30,57,28,44,44,59,23,27,24,41
g43875,109,115,156,81,145,125,146,66,72,88,133
g43876,9,13,8,7,8,8,13,12,18,8,5
g43872,0,0,0,0,2,0,0,0,0,0,0
g43871,239,439,348,420,432,364,386,350,227,318,540
g43873,1352,2283,2100,2092,2325,2323,1792,1759,1612,1867,3047
g43880,0,0,3,0,0,0,0,0,0,0,3
g43881,0,0,0,0,0,0,0,0,0,0,0
g43882,0,0,0,0,0,0,0,0,0,3,0
g43877,130,204,143,169,257,161,232,161,145,140,256
g43878,38,41,37,37,49,35,51,27,30,37,57
g43879,7,0,0,0,0,0,0,0,0,8,0
g43884,44,38,478,25,623,109,240,209,47,36,160
g43886,0,0,0,0,0,0,0,0,0,0,0
g43887,0,0,0,0,0,0,0,0,0,0,0
g43888,0,0,0,0,0,0,0,0,0,0,0
g43891,0,0,0,0,0,0,0,0,0,0,0
g43889,3,0,0,0,0,4,5,5,0,0,0
g43890,89,69,94,35,81,70,104,74,59,67,97
g43892,61,38,44,56,71,89,84,81,83,41,77
g43911,0,0,0,3,1,0,0,0,0,0,0
g43912,17,19,13,7,4,22,20,11,15,11,7
g43913,0,0,0,0,0,0,8,0,0,0,0
g43893,0,23,28,10,17,16,20,14,10,27,25
g43894,0,0,2,0,0,0,0,0,0,1,1
g43895,0,0,0,0,0,0,0,0,0,0,0
g43896,0,0,0,0,0,0,0,0,0,0,0
g43897,0,0,12,0,6,4,0,0,5,0,0
g43898,0,0,0,0,0,0,6,0,0,0,0
g43903,0,0,0,0,0,0,0,0,0,0,2
g43904,0,0,3,0,0,0,6,0,0,4,0
g43906,15,22,22,9,34,21,36,0,12,20,30
g43908,23,21,17,0,20,10,15,11,0,8,21
g43899,35,35,42,23,24,61,60,32,37,34,43
g43900,21,23,37,16,59,45,38,24,15,37,48
g43901,83,64,72,73,138,101,141,112,72,66,104
g43902,83,74,72,60,90,102,131,64,70,64,98
g43905,42,47,37,36,48,75,92,23,29,50,59
g43907,0,0,0,0,0,6,0,3,2,5,0
g43909,13,9,14,15,29,16,26,15,0,11,16
g43918,14,15,4,8,9,20,10,7,0,13,11
g43919,6,0,0,5,0,9,8,0,0,0,0
g43917,21,10,7,18,0,19,28,22,14,17,20
g43915,97,66,101,86,147,124,182,94,94,137,159
g43916,113,30,93,58,148,91,188,82,88,111,158
g43922,0,0,0,0,0,0,0,0,0,0,4
g43923,3,2,2,3,2,2,4,2,0,0,8
g43924,0,0,0,0,0,0,0,0,0,0,0
g43925,27,32,38,20,20,40,68,30,25,36,48
g43920,192,142,183,105,167,140,362,170,155,141,247
g43934,0,0,0,0,0,0,0,0,0,0,0
g43937,19,43,43,38,39,34,76,33,15,28,40
g43931,0,0,0,0,9,6,0,0,8,0,13
g43932,11,0,3,6,8,15,12,0,6,4,15
g43933,53,0,29,38,56,87,76,49,49,39,91
g43954,6,5,4,2,0,3,4,0,0,6,6
g43953,5,16,21,0,14,13,28,7,0,27,18
g43951,134,142,135,96,182,246,191,94,162,159,143
g43955,16,14,0,10,0,17,23,9,15,0,28
g43956,38,33,29,29,45,36,33,0,36,21,37
g43957,0,0,0,0,0,0,0,0,0,0,0
g43960,11,9,32,19,64,27,42,17,19,31,58
g43958,9,10,6,6,7,6,6,0,0,10,6
g43959,40,25,44,17,32,55,35,30,32,70,51
g43964,2,3,2,0,2,2,3,3,0,7,3
g43965,0,0,0,4,4,12,5,0,7,7,12
g43961,0,0,0,0,0,0,0,0,0,0,0
g43963,0,0,5,0,0,0,6,0,0,0,0
g43962,6,0,0,0,4,0,3,0,0,1,0
g43968,2,4,0,4,0,4,7,2,3,5,5
g43966,12,0,5,4,4,7,9,4,5,3,5
g43978,5,4,14,1,3,5,7,4,7,2,5
g43974,28,19,73,13,50,37,65,15,35,28,29
g43971,0,0,0,0,0,0,0,0,0,0,0
g43970,117,91,122,72,165,137,167,92,91,109,131
g43972,17,19,19,7,11,22,25,9,11,16,23
g43985,2,0,0,0,0,0,0,0,0,0,0
g43983,7,0,0,0,0,0,0,0,0,0,0
g43989,0,0,0,0,0,0,0,0,0,0,0
g43988,7,4,4,2,6,2,7,2,2,4,0
g43992,0,0,0,0,0,0,0,0,0,0,0
g43996,0,0,0,6,0,0,0,0,0,0,0
g44000,18,12,8,3,11,14,13,16,5,20,29
g44001,3,8,7,0,5,6,15,0,0,6,0
g44002,0,0,0,0,0,0,0,0,0,0,5
g43999,62,9,20,0,18,22,66,20,16,34,49
g43998,10,2,0,0,0,3,6,2,3,5,5
g44006,4,0,0,0,0,10,10,0,7,0,0
g44008,5,0,13,0,13,10,0,0,15,0,0
g44010,0,0,0,0,0,2,0,2,0,0,2
g44011,10,9,16,0,12,8,6,6,9,9,6
g44012,11,25,24,9,29,20,22,18,18,16,17
g44017,0,0,0,0,0,0,0,0,0,0,0
g44016,0,0,0,0,0,0,0,0,0,0,0
g44015,10,13,21,11,19,18,23,0,17,10,17
g44020,0,0,0,0,0,0,16,0,0,13,0
g44019,11,6,7,0,13,7,35,0,11,8,22
